id,description
447,"Caribou north wind t-shirt - Akin to the North Wind, Caribou cover over 3,000 miles during their annual migration, reaching speeds of 50 mph. The Caribou North Wind T-Shirt features artist Nick Wroblewski's illustration of nature's dynamic energy. Printed using PVC- and phthalate-free inks on ringspun organic cotton, the shirt has taped shoulder seams for added softness. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (199 g 6.9 oz)Made in USA."
448,"Cerro torre one t-shirt - The interminable spirit of Cerro Torre rises above the hardships of Patagonia's unforgiving landscape, depicted here on the Cerro Torre One Shirt by artist Penny Otwell. Printed on ringspun organic cotton fabric using PVC- and phthalate-free inks, the shirt has taped shoulder seams for a no-chafe fit. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: 172 g (6.1 oz)Made in USA."
449,"Logo visor - Like a fortuitous cloud, this visor keeps you in shadow to temper the wilting effects of a hot day. It's made from 100% organic cotton canvas that stays soft and cool against the skin. With an adjustable rear buckle and elastic for a snug fit, a Coolmax headband to wick moisture, and a dark underbill to reduce glare. Logo is off-center and tonal.Details: Adjustable rear buckle with elastic for snug fit Coolmax headband wicks moisture Dark underbill reduces glareFabric: 5.2-oz 100% organic cotton canvasWeight: (54 g 1.9 oz)Made in China."
450,"Long haul runners - Long Hauls eat up backcountry miles. Their clean silhouette is cut for more coverage and less chafe than traditional running shorts, and they're made from fast-drying 100% polyester (50% recycled) microdobby and treated with a Deluge DWR (durable water repellent) finish. A built-in moisture-wicking liner extends into the waistband, and an interior drawcord provides a comfortable fit. Crossover vented side seams allow a necessary range of motion. A gusseted inseam (7"", size M) provides chafe-free comfort. With a center-back mesh envelope pocket that secures energy gels. Reflective heat-transfer logo and graphic keep you visible. Recyclable through the Common Threads Recycling Program.Details: ""100% microdobby polyester shell fabric is silky soft, ultra lightweight, highly breathable, quick to dry and is recyclable"" ""Lightweight, breathable, moisture-wicking built-in liner extends into waistband for a comfortable fit"" Interior drawcord Rear center back mesh envelope pocket to keep essentials secure Crossover vented side seams for necessary range of motion Gusseted inseam for chafe-free comfort ""Reflective heat-transfer logo and graphic; 7"""" inseam""Fabric: Body: 2.3-oz 50-denier 100% polyester (50% recycled) microdobby with a Deluge DWR (durable water repellent) finish. Lining: 3.8-oz microdenier polyester crepe. Both with moisture-wicking performance. Recyclable through the Common Threads Recycling ProgramWeight: (135 g 4.7 oz)Made in Vietnam."
451,"L/s el ray shirt - Our most versatile sun shirt, the Long-Sleeved El Ray blocks high noon UV rays with style, whether you're fishing, scouting the break or trekking in the Kalahari. Made from a supremely comfortable blend of 2.5-oz 57% all-recycled polyester and 43% nylon, the El Ray provides highly breathable, quick-drying, wrinkle-resistant comfort with the benefit of 40-UPF sun protection. Versatile convertible sleeves roll up and snap tight. With two snap-down chest pockets and a snapped front placket. Recyclable through the Common Threads Recycling Program.Details: ""Made from all-recycled polyester, all-recycled nylon yarn dye"" Provides 40-UPF sun protection ""Highly breathable, quick-drying, wrinkle resistant, and soft"" Two snap-down chest pockets Snapped placket Convertible sleeves roll up and secure with snaps Modest tailsFabric: 2.5-oz 57% all-recycled polyester/ 43% nylon. Recyclable through the Common Threads Recycling ProgramWeight: 187 g (6.6 oz)Made in Vietnam."
452,"Compound cargo pants - short - The ultimate do-everything pants, built to withstand daily abuse. With cargo pockets modeled after vintage army blocks, our Compound Cargos are perfect for hitting the trail with a stash of climbing shoes, multitools, spare fins, wax, dry salami and the odd can of beer. Additional pocketing includes two generous front drop-in and two rear with hidden button-flap closures. Made from tough 5.5-oz organic cotton ripstop that has the tear strength of standard 8-oz material, they're hardy but lightweight and ready for action. Inseams (size 32): short, 30""; regular, 32""; long, 34"". Recyclable through the Common Threads Recycling Program.Details: Lightweight yet durable organic cotton ripstop Features our new fit block Two generous wide-entry drop-in front pockets Two side-seam cargo pockets with hidden button flap Two rear pockets with hidden button flap ""Inseam is 30""""""Fabric: 5.5-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling ProgramWeight: (527 g 18.3 oz)Made in Thailand."
453,"Compound cargo shorts - With cargo pockets pulled from vintage army blocks, our Compound Cargo Shorts are perfect for stashing spare fins, digicams, protein bars and wax. (Other pockets include two drop-in front and two rear with hidden button flaps.) Made from tough but lightweight 5.5-oz organic cotton ripstop with the tear-strength of standard 8-oz material, these ultimate cargos are built for everyday use. An updated, slightly trimmer fit won't make you look like you're rushing Theta Chi. Inseam (size 32) is 12"". Recyclable through the Common Threads Recycling Program.Details: ""Updated, regular fit"" Grown-on waistband Lightweight yet durable organic cotton ripstop Two generous wide-entry drop-in front pockets Two side-seam cargo pockets with hidden button flap Two rear pockets with hidden button flap ""12"""" inseam""Fabric: 5.5-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling ProgramWeight: (395 g 13.7 oz)Made in Thailand."
454,"Continental pants - They go straight from a cramped corner of your pack to the best hole-in-the-wall bistro in Amalfi. The Continental Pants' virtually indestructible, wrinkle-beating 53% polyester/47% nylon blend with a DWR (durable water repellent) finish gives slightly for freedom of movement, dries quickly, and wicks moisture. With two front drop-in pockets and two cargo pockets (each have one zippered, and one with hook-and-loop closure) and two rear zippered pockets. Inseam (size 32) is 32"". Recyclable through the Common Threads Recycling Program.Details: ""Wrinkle-resistant, fast-drying, polyester and nylon blend"" Zip fly with button closure ""Front pockets: two drop-in, one zippered, one with hook-and-loop closure"" Back pockets: two zippered cargo ""Side pockets: two cargo: one with zip for security, one with hook-and-loop closure for quick entry"" DWR finish ""Inseam is 32""""""Fabric: 5.2-oz 53% polyester/47% nylon with DWR finish. Recyclable through the Common Threads Recycling ProgramWeight: 348 g (12.3 oz)Made in Vietnam."
455,"Guidewater waders - king - We built our Guidewater Waders to be the toughest, most puncture-resistant waterproof/breathable wader on the planet. Of course, we couldn't just stop there. Nope. They also had to be extremely lightweight while offering a groundbreaking level of comfort and convenience. In other words, the ultimate wader. We started by strategically placing varying weights of our proprietary waterproof/breathable polyester microfiber fabric package with H2No Hydrostorm barrier according to specific breathablility or toughness needs. The result? Max durability and flexibility without resorting to excessive heavy, sweat-trapping multiple layers. Our revolutionary merino wool grid-lined neoprene booties increase warmth to double that of normal nylon faced neoprene as it wicks perspiration creating guilt-inducing levels of foot comfort. The most advanced version of our innovative internal suspension system allows easy conversion to waist height and - this is critical - quick relief without having to remove your jacket or fight sticky zippers. More features: sculpted upper for reduced drag in heavy currents, anatomically designed left and right legs and booties, built in fabric gravel guards with abrasion-resistant scuff zones and high-filtration mesh drain strip. Field repair kit included.Details: ""Polyester microfiber shell, with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR (durable water repellent) finish, is highly durable and puncture resistant without excessive multiple layers or added weight; Inside zippered main pocket (with piggyback mesh pocket and internal key/tool loop) flips out for quick access"" ""Unique, waist-mounted suspender allows easy conversion from chest to waist height, and  provides quick relief without having to remove jacket or fight hard-to-operate zippers; TPU post and slot design on front and back of suspenders offers security when wading deep and for roll down, waist high comfort"" Anatomically curved knees and modified Y-Joint crotch; inside leg seams are positioned away from wear zones ""Specifically designed left and right legs and booties; built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones"" ""Built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones and high filtration drain strip; 1 1/4"""" gripper elastic gravel guard cuffs"" ""Concealed stainless steel, locking boot hooks secure cuff to boot and avoid line catch; Stretch Wading Belt with a quick-release DuraFlex Stealth-V buckle provides smooth function and an easy adjustable fit"" Field repair kit includedFabric: ""Upper: 3-layer, 50-denier twill-woven polyester microfiber shell with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR finish. Lower torso: 3-layer, 7-oz polyester microfiber reinforcement fabric with proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR finish. Seat and legs: 3-layer, 8.2-oz polyester double weave microfiber reinforcement fabric with proprietary H2No Hydrostorm barrier and Deluge DWR finish. Gravel guards: 6.35-oz polyester microfiber double weave with Deluge DWR finish, abrasion resistant scuff patches and a high filtration polyester mesh (100% recycled) drainage strip. Booties: merino wool grid-lined 3-mm neoprene with abrasion-resistant fabric soles""Weight: (1188 g 41.2 oz)Made in China."
456,"Critical mass - Built for the two-wheeled commute, our Critical Mass overflows with possibilities. Its main compartment is padded on the back and along the contoured base to protect contents and provide structure. A removable padded computer sleeve suspends a 17"" or smaller laptop off the ground, and can be paired with the detachable external waist strap to create an independent laptop sling. The cover flap overlaps the sides of the bag to keep out rain; its pocket closes with a water-resistant zipper. External side pockets hold a cell phone, keys and power brick. With an adjustable shoulder strap, a stowable waist strap, a topside carrying handle and a reflective strip for better visibility in low light. Made from 600-denier polyester (100% recycled) with a polyurethane coating and DWR (durable water repellent) finish.Details: Main compartment has removable/modular padded computer sleeve that attaches to the removable waistbelt to create an on-the-go computer sling and free up valuable space internally; large elastic stuff pocket holds jacket or sweater ""Padded, fully suspended computer sleeve holds 15"""" - 17"""" laptop safely above ground; internal zippered security pocket and organization for pens; outside pocket on cover flap has water-resistant zipper"" ""External side pocket for easy-access to water bottle, cell phone, keys or power brick; main shoulder strap has detachable, padded, fleece-lined electronics pocket"" Light-colored lining makes contents easy to find; topside carrying handle; padded shoulder strap is fully adjustable Detachable waistbelt secures bag; stows when  not needed; flap overlaps sides to keep out rain Reflective strip improves visibility in low light ""Holds 15""""- 17"""" laptop""Fabric: 8.4-oz 600-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finishWeight: (1070 g 37.1 oz)Made in Vietnam."
457,"Mw hiking crew socks - Mount Mendel's Ice Nine has a long, foot-jarring approach and cold, toe-numbing belays. Count on these versatile hiking socks to keep your feet warm and dry in the full range of conditions. They feature a variable-knit, felted merino wool construction to increase cushion to the heel and toes while banishing excess heat and moisture from the arch; Looped Lintoe construction provides additional comfort. The fabric package combines the natural performance benefits and warmth of 65% merino wool (chlorine-free) with the brawn and wicking properties of 20% nylon/12% polyester/3% spandex. Height is 9.5"".Details: ""Wool blend strategically knit for an ideal balance of durability, wicking performance and warmth"" ""Soft, plush merino wool footbed is chlorine-free, itch-free and maintains durability and cushioning for the lifetime of the socks"" Looped Lintoe construction creates the smallest and flattest seam possible for toe comfortFabric: 65% chlorine-free merino wool/20% nylon/12% polyester/3% spandexWeight: (75 g 2.6 oz)Made in USA."
458,"Nano puff p/o - Already a cult classic with our ambassadors and testers, the Nano earns unanimous raves for versatility, surprising warmth and terrific all-around performance in a superlight, no-frills package. It's weather-resistant enough to wear as an insulated shell in a wet snowstorm, trim enough to pull on for chilly rock pitches (and still see your footholds), and warm enough for light belay parka duty on quick alpine dashes. The wind-blocking, moisture-shedding DWR (durable water repellent) finished 100% all-recycled polyester shell (1-oz 15-denier) also glides effortlessly, whether worn as an outer or midlayer. Low-bulk, hydrophobic, highly compressible PrimaLoft One (60 g) traps heat with remarkable efficiency, even when wet. The deep front zipper allows for easy ventilation. The Nano also packs down to practically nothing and stuffs into a single chest pocket that has a carabiner clip-in loop. Recyclable through the Common Threads Recycling Program.Details: Versatile 60-gram PrimaLoft One polyester insulation provides excellent warmth and compressibility Ultralight face fabric sheds water and blocks wind Deep center-front zipper allows for easy ventilation Stuffs into a self-storage left chest pocket Elasticized cuff and hem seal out wind and trap warmthFabric: Shell and lining: 1-oz 15-denier 100% all-recycled polyester with a DWR (durable water repellent) finish. Insulation: 60-g PrimaLoft One polyester. Recyclable through the Common Threads Recycling ProgramWeight: 266 g (9.4 oz)Made in Vietnam."
459,"Araveto 1/4 zip jkt - A slim fit and zip-through stand-up collar make the Araveto 1/4-Zip Jacket the perfect midweight layering piece or stand-alone fleece sweater for a spring chill. Like its cousins the Araveto Jacket and Hoody, this ultrasoft pullover is made with 8-oz microdenier 100% polyester double-sided fleece, and trimmed out with Capilene 3 fabric at the cuffs and hem for simultaneous wicking and insulation. Recyclable through the Common Threads Recycling Program.Details: 1/4-zip pullover in soft brushed polyester fleece Zip-through stand-up collar Capilene 3 trim at cuffs and hemFabric: 8-oz microdenier 100% polyester double-sided fleece. Recyclable through the Common Threads Recycling ProgramWeight: 309 g (10.9 oz)Made in Vietnam."
460,"Araveto hooded jkt - For the deep chill of a foggy post-surf breakfast burrito run, the Araveto's soft, brushed 8-oz 100% polyester double-sided fleece fends off the shakes. The hoody keeps a wet head toasty while sturdy Capilene 3 trim in the collar, cuffs and hem wicks moisture. Recyclable through the Common Threads Recycling Program.Details: Hooded full-zip jacket in soft brushed polyester fleece Stand-up zip-through collar lined with Capilene 3 fabric for superior wicking Extra neck protection built into hood Handwarmer pockets ""Capilene 3 fabric trim at collar, cuffs, and hem""Fabric: 8-oz microdenier 100% polyester double-sided fleece. Recyclable through the Common Threads Recycling ProgramWeight: 388 g (13.7 oz)Made in Vietnam."
461,"Araveto jkt - A hearty day spent running the Snake at high water should be finished with a pint and good friends. The Araveto Jacket's extra soft, brushed 8-oz polyester double-sided fleece, Capilene 3 trim and handwarmer pockets fend off high-country cold, while its woolen texture, slim cut and soft hand bestow the requisite country elegance for sipping an evening stout by the fire. Recyclable through the Common Threads Recycling Program.Details: Soft brushed polyester fleece Zip-through stand-up collar Handwarmer pockets Capilene 3 trim at cuffs and hemFabric: 8-oz microdenier 100% polyester double-sided fleece. Recyclable through the Common Threads Recycling ProgramWeight: (377 g 13.1 oz)Made in Vietnam."
462,"Custodian pants - reg - The graveyard shift has its advantages: quitting time = dawn patrol. Our Custodian Pants are defined by their strong work ethic. They're made from a tough but comfortable 5.2-oz organic cotton canvas, with a flat front, generous wide-entry front pockets, welted back pockets, and a zip fly with button closure. Inseams (size 32): short, 30""; regular, 32""; long, 34"". Recyclable through the Common Threads Recycling Program.Details: Lightweight organic cotton canvas Zip fly with button closure Flat front with offset side seams Generous wide-entry front pockets; welted back pockets ""Inseam is 32""""""Fabric: 5.2-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling ProgramWeight: (441 g 15.3 oz)Made in Thailand."
463,"Custodian pants - short - The graveyard shift has its advantages: quitting time = dawn patrol. Our Custodian Pants are defined by their strong work ethic. They're made from a tough but comfortable 5.2-oz organic cotton canvas, with a flat front, generous wide-entry front pockets, welted back pockets, and a zip fly with button closure. Inseams (size 32): short, 30""; regular, 32""; long, 34"". Recyclable through the Common Threads Recycling Program.Details: Lightweight organic cotton canvas Zip fly with button closure Flat front with offset side seams Generous wide-entry front pockets; welted back pockets ""Inseam is 30""""""Fabric: 5.2-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling ProgramWeight: (435 g 15.1 oz)Made in Thailand."
464,"Daily grind - This fully padded shoulder bag keeps you moving unchallenged through the daily grind. With a minimalist design, it protects a 17"" or smaller laptop and helps you stay organized. The main pocket has a stretch-woven internal sleeve and is accessed by a simple flap with hook-and-loop closure. Two organizer pockets (one with a zippered security pocket) keep smaller gear at your fingertips, and an easy-access document sleeve holds airline tickets, reading material or a notebook. Carry it with the long, adjustable shoulder strap or top-mounted handle. Made from 150-denier all-recycled polyester double weave with a polyurethane coating and a DWR (durable water repellent) finish.Details: ""Flap-accessed main compartment, with hook-and-loop closure, has stretchwoven sleeve"" Zippered organizer pocket with internal zippered security pocket Zippered organizer pocket on the side of bag has detachable key chain Easy-access document sleeve ""Long, adjustable shoulder strap"" Top-mounted carry handle ""Fully padded to protect contents; holds 17"""" laptop""Fabric: 7.4-oz 150-denier 100% all-recycled polyester double weave. Lining:3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent)finish. Shoulder straps: 100% polyester 3-D spacer meshWeight: (481 g 16.7 oz)Made in Vietnam."
465,"Baby baggies apron dress - This lively dress keeps your surfer girl in a  delightful state of comfort. The Baby Baggies Apron Dress is made from soft and lightweight 4-ply, 4.2-oz Supplex nylon with a DWR (durable water repellent) finish to manage spills. Adjustable double-snap closures on the cross-back straps accommodate growth spurts. With a self-adjusting elasticized back, and durable novelty stitching on the hem and pocket. The matching diaper cover has an easy-on, stay-put elastic waist and legs, and can be used over a swim diaper. Above-knee length. Recyclable through the Common Threads Recycling Program.Details: ""Durable, fast-drying, lightweight Supplex nylon fabric"" Crossback straps have adjustable double-snaps to accommodate growth spurts; elasticized back ""Diaper cover has easy-on stay-put elastic waist and legs, doubles as swim cover"" Above knee lengthFabric: ""4-ply, 4.2-oz Supplex nylon with a DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program""Weight: (98 g 3.4 oz)Made in Costa Rica."
466,"Baby baggies shorts - About 70% of the planet is covered in water, and our amphibious Baggies are built for all of it. These soft, quick-drying shorts have a 4-ply, 4.2-oz Supplex nylon fabric with a DWR (durable water repellent) finish that sheds water and makes cleanups easy. With an elasticized waistband for a comfortable fit, and a little extra room in the backside to cover a diaper. Inseam is 3"". Recyclable through the Common Threads Recycling Program.Details: ""Fast-drying, lightweight Supplex nylon fabric"" Elasticized waistband (no internal drawcord) Generous cut to accommodate a diaper ""3"""" inseam""Fabric: ""4-ply, 4.2-oz Supplex nylon with a DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program""Weight: (66 g 2.3 oz)Made in Costa Rica."
467,Baby circus t-shirt - Animals of the savanna work together to infuse the Circus T-Shirt with the spirit of happy camaraderie. Artist Mati McDonough's work is printed on 100% organic cotton with PVC- and phthalate-free inks. Fabric yarns are ringspun for softness; taped shoulder seams and screen-printed neck label won't chafe. Ribbing at the neck stretches for easy on/off. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (60 g 2.1 oz)Made in USA.
468,"Guidewater waders - reg - We built our Guidewater Waders to be the toughest, most puncture-resistant waterproof/breathable wader on the planet. Of course, we couldn't just stop there. Nope. They also had to be extremely lightweight while offering a groundbreaking level of comfort and convenience. In other words, the ultimate wader. We started by strategically placing varying weights of our proprietary waterproof/breathable polyester microfiber fabric package with H2No Hydrostorm barrier according to specific breathablility or toughness needs. The result? Max durability and flexibility without resorting to excessive heavy, sweat-trapping multiple layers. Our revolutionary merino wool grid-lined neoprene booties wick perspiration and create guilt-inducing levels of foot comfort. The most advanced version of our innovative internal suspension system allows easy conversion to waist height and - this is critical - quick relief without having to remove your jacket or fight sticky zippers. More features: sculpted upper for reduced drag in heavy currents, anatomically designed left and right legs and booties, built in fabric gravel guards with abrasion-resistant scuff zones and high-filtration mesh drain strip. Field repair kit included.Details: ""Polyester microfiber shell, with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR (durable water repellent) finish, is highly durable and puncture resistant without excessive multiple layers or added weight; Inside zippered main pocket (with piggyback mesh pocket and internal key/tool loop) flips out for quick access"" ""Unique, waist-mounted suspender allows easy conversion from chest to waist height, and  provides quick relief without having to remove jacket or fight hard-to-operate zippers; TPU post and slot design on front and back of suspenders offers security when wading deep and for roll down, waist high comfort"" Anatomically curved knees and modified Y-Joint crotch; inside leg seams are positioned away from wear zones ""Specifically designed left and right legs and booties; built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones"" ""Built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones and high filtration drain strip; 1 1/4"""" gripper elastic gravel guard cuffs"" ""Concealed stainless steel, locking boot hooks secure cuff to boot and avoid line catch; Stretch Wading Belt with a quick-release DuraFlex Stealth-V buckle provides smooth function and an easy adjustable fit"" Field repair kit includedFabric: ""Upper: 3-layer, 50-denier twill-woven polyester microfiber shell with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR finish. Lower torso: 3-layer, 7-oz polyester microfiber reinforcement fabric with proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR finish. Seat and legs: 3-layer, 8.2-oz polyester double weave microfiber reinforcement fabric with proprietary H2No Hydrostorm barrier and Deluge DWR finish. Gravel guards: 6.35-oz polyester microfiber double weave with Deluge DWR finish, abrasion resistant scuff patches and a high filtration polyester mesh (100% recycled) drainage strip. Booties: merino wool grid-lined 3-mm neoprene with abrasion-resistant fabric soles""Weight: (1188 g 41.2 oz)Made in China."
469,"Baby duality jkt - Reversibility and three-season versatility are virtues of our Baby Duality Jacket. The wind-resistant shell side is made from a 2.3-oz 100% all-recycled polyester and treated with a Deluge DWR (durable water repellent) finish to resist wet weather; the breathable 4.4-oz 100% all-recycled polyester microdenier fleece side provides fuzzy warmth. The Duality has a protective chin flap and zipper garage; spandex binding on the hood, cuffs and waist seals out the chill. With fleece-side handwarmer pockets, elbow patches and a reflective logo, and shell-side reflective zipper and reflective logo. Recyclable through the Common Threads Recycling ProgramDetails: Reverses from a water-and-wind resistant Deluge DWR (durable water repellent) treated polyester shell side to a cozy microdenier fleece side Fleece side has handwarmer pockets and elbow patches ""Spandex binding on cuffs, waist and hood holds shape and seals out cold"" Reflective logo on both sides and reflective zipper on shell sideFabric: Shell: 2.3-oz 100% all-recycled polyester with a Deluge DWR (durable water repellent) finish. Fleece: 4.4-oz 100% all-recycled polyester. Recyclable through the Common Threads Recycling ProgramWeight: (204 g 7.1 oz)Made in China."
470,"Baby live simply deer t-shirt - The Live Simply Deer T-Shirt captures artist Geoff McFetridge's rendering of the minimalist forest lifestyle. Printed on 100% organic cotton, the tee has taped shoulder seams and a screen-printed neck label that won't chafe. PVC- and phthalate-free inks are less toxic; ribbing at neck is stretchy for easy on/off. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (60 g 2.1 oz)Made in USA."
471,"Baby live simply seal t-shirt - Swim, fish, haul out: It's a simple life. The Live Simply Seal T-Shirt captures artist Geoff McFetridge's rendering of the minimalist pinniped lifestyle. Printed on 100% organic cotton, the tee has taped shoulder seams and a screen-printed neck label that won't chafe. PVC- and phthalate-free inks are less toxic; ribbing at neck is stretchy for easy on/off. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (60 g 2.1 oz)Made in USA."
472,"Double haul - Sometimes all you need is a single fly box and clippers, while other times it's all that and the kitchen sink. Fortunately, the Double Haul easily separates into modular components to carry what you need, when you need it. The back pod is large enough to hold an SST and hydration reservoir, and converts to a stand-alone waist or sling pack. The rectangular chest pack, affectionately known as the ""Single Haul,"" organizes fly boxes and other necessities, and can be used separately as a chest or sling pack. Now made from durable polyester (47% recycled) double-weave, the Double Haul also features a stretch waist belt and shoulder strap with quick-release DuraFlex Stealth-V buckle for smooth function, low profile and easy adjustment.Details: Durable polyester double-weave chest pack and backpack with modular construction for multiple configurations ""Stretch waist belt with adjustable and quick-release DuraFlex Stealth-V buckle for smooth function, low profile and easy adjustment"" ""Chest pack (can be worn alone) has main pocket with internal, elastic, mesh drop-in pockets, tool attachment points and two external zippered pockets, one with fold out flap and stretch pocket"" ""Backpack (can be worn alone as waist pack) has stretch mesh pocket for water reservoir, external stretch mesh pocket with 2-way zipper"" Brushed stretch shoulder strap for maximum comfort ""Stretch-woven nylon back panel provides minimal water absorption, is highly snag-resistant and offers low friction""Fabric: ""Body: 300-denier 100% polyester (47% recycled) double weave. Lining: 200-denier polyester. Body and lining with polyurethane coating. Mesh pocketing: 100% stretch-woven nylon. Back panel: 92% stretch-woven nylon/8% spandex. Body, lining, and back panel have a DWR (durable water repellent) finish""Weight: (738 g 25.6 oz)Made in Vietnam."
473,"Down sweater - There's much to see 14,000 feet up at the Chasm View bivy: a vertigo-inducing panorama of the Diamond and alpenglow over the Rockies. There's also chilly air in any season, and that's where our Down Sweater comes in. It delivers minimal weight, superb compressibility and high-loft warmth. The ripstop shell (1.4-oz 22-denier) with a DWR (durable water repellent) finish does more than look sharp: It's tear-resistant and windproof and made from 100% all-recycled polyester. Details include top-quality 800-fill-power goose down, a quilted-through construction, two exterior zippered pockets, a stretch-mesh interior chest pocket that doubles as a zippered stuff sack and a carabiner clip-in loop. Drawcord hem.Details: ""Superlight, windproof and water-resistant shell has high tear-strength"" Quilted construction stabilizes premium 800-fill-power goose down External pockets: two zippered handwarmers Internal pocket: one zippered stretch-mesh that doubles as a stuff sack with carabiner clip-in loop Nylon-bound elastic cuffs Drawcord hemFabric: Shell and lining: 1.4-oz 22-denier 100% all-recycled polyester ripstop with a Deluge DWR (durable water repellent) finish. Insulation: 800-fill-power premium European goose downWeight: 343 g (12.1 oz)Made in China."
474,"Baby synch cardigan - Springtime temperatures fluctuate like the path of a windblown leaf. Keep your wee one sheltered from nature's whimsy in the soft and warm Baby Synchilla Cardigan. It's made from 7.6-oz 100% Synchilla polyester (85% recycled) double-faced fleece that's durable and easy to care for, and has a flat-seam construction that helps prevents chafe. The zipper is backed by a fleece wind flap, and spandex binding at the hood opening and cuffs seal out chilly drafts. Generously sized to accommodate layers. Hand-me-down ID label inside. Recyclable through the Common Threads Recycling Program.Details: Full front-zip is backed by a fleece wind flap Spandex binding at hood and sleeve opening Fully flat-seamed to eliminate chafe Generously sized for easy layering Hand-me-down ID label insideFabric: 7.6-oz 100% polyester (85% recycled) double-faced fleece. Recyclable through the Common Threads Recycling ProgramWeight: (150 g 5.2 oz)Made in Colombia."
475,"Baby synch vest - A baby's bouldering circuit includes mantles of the camp duffel bag, a traverse of the parked bike and a top-out on the cooler. Keep their little arms free to explore in this ultra-soft vest. Its plush 7.6-oz 100% polyester (85% recycled) double-faced fleece wraps them in durable, quick-drying warmth. The vest features a full-zip entry backed by a wind flap, a tapered, nonchafing stand-up collar, and a drop tail for maximum bum coverage. Hand-me-down ID label inside. Recyclable through the Common Threads Recycling Program.Details: Recycled and recyclable polyester fleece ""Wind flap on front zipper, tapered stand-up collar"" Drop tail Hand-me-down label insideFabric: 7.6-oz 100% polyester (85% recycled) double-faced fleece. Recyclable through the Common Threads Recycling ProgramWeight: (89 g 3.1 oz)Made in Colombia."
476,"Baby tag you're it t-shirt - It's not fair: They have many legs for tagging, plus their eyes can see both up and down at the same time. Artist Jason Stowell captures the octopus's gleeful, if short-lived, ""it"" time with the Tag You're It T-Shirt. Soft, ringspun organic cotton is printed with PVC- and phthalate-free inks that are less toxic. Neck ribbing stretches for easy on/off; screen-printed neck label won't chafe tender skin. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (60 g 2.1 oz)Made in USA."
